Reference,Year,Full.Reference,peer.review,search,Location,USA,Global.Region,Method,Conventional..Molecular..or.Immunologic,MDL.ALOD.LOD,Below.MDL,MDL.units,Sample.Volume,kingdom,class,order,family,genius,Animal.common.name,Animal.Latin.Name,Animal.Extras,Free.captive,Pathogen1,Pathogen,Pathotype.Bin.2,medium,Presence,Enumerated,Enum.Stats,Censored.Data,Presence.Absence,Total,percent,Individual.Sample,Mean,Geometric.mean,Standard.deviation,Median,Min,Max,X95..low,X95..high,units,Notes,Notes.1,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD,GRADES,GRADES_Score
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Grampian",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Fringilla,Common chaffinch,Fringilla coelebs,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Highland",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Fringilla,Common chaffinch,Fringilla coelebs,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,1,4,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Highland",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Fringilla,Common chaffinch,Fringilla coelebs,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,1,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Strathclyde",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Fringilla,Common chaffinch,Fringilla coelebs,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,2,6,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Grampian",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Pyrrhula,Euransian bullfinch,Pyrrhula pyrrhula,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Strathclyde",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Pyrrhula,Euransian bullfinch,Pyrrhula pyrrhula,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Highland",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Spinus,Eurasian siskin,Carduelis spinus,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,17,18,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Highland",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Spinus,Eurasian siskin,Carduelis spinus,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,11,12,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Strathclyde",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Carduelis,European goldfinch,Carduelis carduelis,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,ND,4,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Grampian",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Chloris,European greenfinch,Carduelis chloris,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,ND,71,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Highland",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Chloris,European greenfinch,Carduelis chloris,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,9,12,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Highland",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Chloris,European greenfinch,Carduelis chloris,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,2,2,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pennycott et al.,1998,Pennycott et al. 1998,yes,review,"UK, Scotland, Strathclyde",no,Europe,"Microscope, culture plate",Conventional,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,Chloris,European greenfinch,Carduelis chloris,,free,Escherichia coli 086,EPEC,,"tissue instestines and liver, dead bird,",yes,no,,,2,7,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Plaza-Rodriguez et al.,2021,Plaza-Rodriguez et al. 2021,yes ,Google Scholar,Germany,no,Europe,"RT-PCR stx1 and stx2, Standard emthods ISO/TS 13136:2012",Molecular,NA,NA,,NA,Animal,Bird,Anseriformes,Anatidae,,,,Duck and Goose,free,Escherichia coli shiga toxin production,STEC,,,yes,no,,,ND,95,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Pourcher et al. ,1991,Pourcher et al.  1991,yes,review,France,no,Europe,"MPN 16 well, Standard Method, serial dilution, flouresence",Conventional,1000,NA,CFU/g,10 g,Animal,Bird,Charadriiformes,Laridae,,,,Gull (family),free,Escherichia coli,Escherichia coli,,feces composite,no,yes,StatsTotal,no,2,5,NA,,2800000,NA,NA,NA,,,NA,NA,CFU/g,Has data on strains but not connected to samples.,2 composit sampes (2-3 individuals),NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Pourcher et al. ,1991,Pourcher et al.  1991,yes,review,France,no,Europe,"MPN 16 well, Standard Method, serial dilution, flouresence",Conventional,1000,NA,CFU/g,10 g,Animal,Bird,Charadriiformes,Laridae,,,,Gull (family),free,Escherichia coli,Escherichia coli,,feces composite,yes,no,,,2,5,NA,,,NA,NA,NA,,,NA,NA,CFU/g,Has data on strains but not connected to samples.,2 composit sampes (2-3 individuals),NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Mt. Pleasant",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Passeriformes,Passerellidae,Spizelloides,American tree sparrow,Spizella arborea,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Mack Lake/Mt. Plesant",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Passeriformes,Icteridae,Molothrus,Brown-headed cowbird,Molothrus ater,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,21,45,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Mt. Pleasant",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,1,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Mt. Pleasant",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Passeriformes,Passeridae,Passer,House sparrow,Passer domesticus,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Mt. Pleasant",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Charadriiformes,Scolopacidae,Tringa,Lesser yellow-legs,Tringa flavipes,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,3,3,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Mt. Pleasant",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Passeriformes,Cardinalidae,Cardinalis,Northern cardinal,Cardinalis cardinalis,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Mt. Pleasant",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Passeriformes,Parulidae,Seiurus,Ovenbird,Seiurus aurocapillus,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,1,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Alma",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Passeriformes,Icteridae,Agelaius,Red-winged blackbird,Agelaius phoenicieus,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,2,3,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Mt. Pleasant",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Piciformes,Picidae,Melanerpes,Red-bellied woodpecker,Centurus carolinus,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Grand Rapids",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Apodiformes,Trochilidae,Archilochus,Ruby-throated hummingbird,Archilochus colubris,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Radwan and Lampky,1972,Radwan and Lampky 1972,yes,review,"USA, Michigan, Mt. Pleasant",yes,North America,"biochemical, broth enrich, plate culture",Conventional,NA,NA,,2 gram of intestines,Animal,Bird,Galliformes,Phasianidae,Bonasa,Ruffed grouse,Bonasa umbellus,,free,Escherichia coli,Escherichia coli,,tissue intestines,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rahn et al.,1997,Rahn et al. 1997,yes,review,"Canada, Ontario, Dairy farms",no,North America,"PCR (VT genes), culture",Molecular,NA,NA,,NA,Animal,Bird,,,,,,Bird (class),free,Escherichia coli O157,EHEC,,feces,yes,no,,,0,27,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rahn et al.,1997,Rahn et al. 1997,yes,review,"Canada, Ontario, Dairy farms",no,North America,"PCR (VT genes), culture",Molecular,NA,NA,,swab variable,Animal,Mammal,Carnivora,Felidae,Felis,Cat,Felis catus,,free,Escherichia coli O157,EHEC,,rectal swab,yes,no,,,0,16,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rahn et al.,1997,Rahn et al. 1997,yes,review,"Canada, Ontario, Dairy farms",no,North America,"PCR (VT genes), culture",Molecular,NA,NA,,>100 flies variable,Animal,Insect,Diptera,,,,diptera,Fly (order),free,Escherichia coli O157,EHEC,,>100 fly composite,yes,no,,,1,8,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rahn et al.,1997,Rahn et al. 1997,yes,review,"Canada, Ontario, Dairy farms",no,North America,"PCR (VT genes), culture",Molecular,NA,NA,,NA,Animal,Mammal,Rodent,,,,,,free,Escherichia coli O157,EHEC,,feces,yes,no,,,0,7,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Renter et al.,2003,Renter et al. 2003,yes,Google Scholar,"USA, Kansas/Nebraska",yes,North America,"PCR (stx1, stx2),latex agglutination, culture plate",Molecular,NA,NA,,1 g,Animal,Bird,,,,,,Bird (class),free,Escherichia coli O157,EHEC,,feces (some from hunted animals),yes,no,,,ND,9,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Renter et al.,2003,Renter et al. 2003,yes,Google Scholar,"USA, Kansas/Nebraska",yes,North America,"PCR (stx1, stx2),latex agglutination, culture plate",Molecular,NA,NA,,1 g,Animal,Mammal,Carnivora,Procyonidae,Procyon,Raccoon,,,free,Escherichia coli O157,EHEC,,feces (some from hunted animals),yes,no,,,ND,230,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Renter et al.,2003,Renter et al. 2003,yes,Google Scholar,"USA, Kansas/Nebraska",yes,North America,"PCR (stx1, stx2),latex agglutination, culture plate",Molecular,NA,NA,,1 g,Animal,Mammal,Didelphimorphia,Didelphidae,Didelphis,Virginia opossum,Didelphis˙virginiana,,free,Escherichia coli O157,EHEC,,feces (some from hunted animals),yes,no,,,1,25,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Renter et al.,2005,Renter et al. 2005,yes,Google Scholar,"USA, Nebraska ",yes,North America,"PCR (stx, hlyA, eaeA), enzyme immunoassay, culture broth",Molecular,NA,NA,,NA,Animal,,,,,,,,free,Escherichia coli shiga toxin production,STEC,,feces,yes,no,,,0,171,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"immunomagnetic separation, culture broth",Immunologic,NA,NA,,NA,Animal,Bird,Passeriformes,Icteridae,Molothrus,Brown-headed cowbird,Molothrus ater,,free,Escherichia coli O157,EHEC,,feces,yes,no,,,ND,11,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"immunomagnetic separation, culture broth",Immunologic,NA,NA,,NA,Animal,Bird,Passeriformes,Corvidae,Corvus,Common raven,Corvus corax,,free,Escherichia coli O157,EHEC,,feces,yes,no,,,ND,4,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"immunomagnetic separation, culture broth",Immunologic,NA,NA,,NA,Animal,Bird,Columbiformes,Columbidae,Streptopelia,Eurasian collared dove,Streptopelia decaocto,,free,Escherichia coli O157,EHEC,,feces,yes,no,,,ND,21,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"immunomagnetic separation, culture broth",Immunologic,NA,NA,,NA,Animal,Bird,Passeriformes,Sturnidae,Sturnus,European starling,Sturnus vulgaris,,free,Escherichia coli O157,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"immunomagnetic separation, culture broth",Immunologic,NA,NA,,NA,Animal,Bird,Passeriformes,Icteridae,Agelaius,Red-winged blackbird,Agelaius phoeniceus,,free,Escherichia coli O157,EHEC,,feces,yes,no,,,ND,66,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"PCR (stx1, stx2, eaeA, hlyA, fliC and rfbE), culture broth",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Icteridae,Molothrus,Brown-headed cowbird,Molothrus ater,,free,Escherichia coli non-O157 Shiga toxin-producing,STEC,,feces,yes,no,,,3,11,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"PCR (stx1, stx2, eaeA, hlyA, fliC and rfbE), culture broth",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Corvidae,Corvus,Common raven,Corvus corax,,free,Escherichia coli non-O157 Shiga toxin-producing,STEC,,feces,yes,no,,,ND,4,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"PCR (stx1, stx2, eaeA, hlyA, fliC and rfbE), culture broth",Molecular,NA,NA,,NA,Animal,Bird,Columbiformes,Columbidae,Streptopelia,Eurasian collared dove,Streptopelia decaocto,,free,Escherichia coli non-O157 Shiga toxin-producing,STEC,,feces,yes,no,,,ND,21,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"PCR (stx1, stx2, eaeA, hlyA, fliC and rfbE), culture broth",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Sturnidae,Sturnus,European starling,Sturnus vulgaris,,free,Escherichia coli non-O157 Shiga toxin-producing,STEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Rivadeneira et al.,2016,Rivadeneira et al. 2016,conference,Google Scholar,"USA, Arizona, Southern, farms near cattle",yes,North America,"PCR (stx1, stx2, eaeA, hlyA, fliC and rfbE), culture broth",Molecular,NA,NA,,NA,Animal,Bird,Passeriformes,Icteridae,Agelaius,Red-winged blackbird,Agelaius phoeniceus,,free,Escherichia coli non-O157 Shiga toxin-producing,STEC,,feces,yes,no,,,2,66,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Robinson et al.,2010,Robinson et al. 2010,yes,review,UK,no,Europe,"PCR, biochemical, Culture Plate and broth",Immunologic,NA,NA,,NA,Animal,Bird,Passeriformes,Fringillidae,,,,Finch (undefined),free,Escherichia coli O86,EPEC,,"liver, intestens content from dead bird",yes,no,,,24,241,NA,,,NA,NA,NA,,,NA,NA,,epidemic,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Santaniello et al.,2007,Santaniello et al. 2007,yes,Web of Science,"Italy, Napoli ",no,Europe,"PCR (primer stx1-F/stx1-R 614bp, stx2-F/stx2-R 779bp, eaeA-F/eaeA-R 890bp, hlyA-F/hlyA-R 165bp), immunomagnetic separation, culture",Molecular,NA,NA,,NA,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,"Escherichia coli O157:H7 eae, stx2",EHEC,,feces (clocal swab),yes,no,,,4,504,NA,,,NA,NA,NA,,,NA,NA,,all shigatoxin producting E. coli isolated carried eae and stx2 genes,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Santaniello et al.,2007,Santaniello et al. 2007,yes,Web of Science,"Italy, Napoli ",no,Europe,"PCR (primer stx1-F/stx1-R 614bp, stx2-F/stx2-R 779bp, eaeA-F/eaeA-R 890bp, hlyA-F/hlyA-R 165bp), immunomagnetic separation, culture",Molecular,NA,NA,,NA,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157:H7 hly,EHEC,,feces (clocal swab),yes,no,,,2,504,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Santaniello et al.,2007,Santaniello et al. 2007,yes,Web of Science,"Italy, Napoli ",no,Europe,"PCR (primer stx1-F/stx1-R 614bp, stx2-F/stx2-R 779bp, eaeA-F/eaeA-R 890bp, hlyA-F/hlyA-R 165bp), immunomagnetic separation, culture",Molecular,NA,NA,,NA,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157:H7 stx 1,EHEC,,feces (clocal swab),yes,no,,,1,504,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Schmidt et al.,2000,Schmidt et al. 2000,yes,review,"Germany, Wurzburg",no,Europe,"PCR (MK1/MK2, Sk1/SK2, 128-1/128-2 428bp), culture",Molecular,<1.8 Optical Density,NA,,NA,Animal,Bird,Columbiformes,Columbidae,Columba,pigeon,Columba livia,,free,Escherichia coli eae,EHEC,EPEC,,yes,no,,,7,19,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Schmidt et al.,2000,Schmidt et al. 2000,yes,review,"Germany, Wurzburg",no,Europe,"PCR (MK1/MK2, Sk1/SK2, 128-1/128-2 428bp), culture",Molecular,<1.8 Optical Density,NA,,NA,Animal,Bird,Columbiformes,Columbidae,Columba,pigeon,Columba livia,,free,Escherichia coli Shiga Toxin 2 Variant Stx2f,STEC,,feces,yes,no,,,2,19,0.125,,,NA,NA,NA,,,NA,NA,,The data from this study is slightly questionable.,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Schmidt et al.,2014,Schmidt et al. 2014,yes,Google Scholar,"Germany, Hiddensee",no,Europe,"microscope appearance, biochemical, culture broth and plate",Conventional,NA,NA,,swab,Animal,Reptile,Squamata,Viperidae,Vipera,European adder,Vipera berus,,free,Escherichia coli,Escherichia coli,,cloacal swab,yes,no,,,1,23,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Schmidt et al.,2014,Schmidt et al. 2014,yes,Google Scholar,"Germany, Hiddensee",no,Europe,"microscope appearance, biochemical, culture broth and plate",Conventional,NA,NA,,swab,Animal,Reptile,Squamata,Colubridae,Natrix,Grass snake,Natrix natrix,,free,Escherichia coli,Escherichia coli,,cloacal swab,yes,no,,,1,12,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Schmidt et al.,2014,Schmidt et al. 2014,yes,Google Scholar,"Germany, Hiddensee",no,Europe,"microscope appearance, biochemical, culture broth and plate",Conventional,NA,NA,,swab,Animal,Reptile,Squamata,Anguidae,Anguis,Slow worm,Anguis fragilis,,free,Escherichia coli,Escherichia coli,,cloacal swab,yes,no,,,0,21,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Shere et al.,1998,Shere et al. 1998,yes,review,"USA, Wisconsin, Dairy Farms",yes,North America,"pulsed-field gel electrophoresis (AvrII, XbaI, stxI, stxII), latex agglutination, culture plate and broth",Molecular,NA,NA,,swab variable,Animal,Bird,,,,,,Multiple types,free,Escherichia coli O157:H7,EHEC,,cloacal swab,yes,no,,,1,99,NA,,,NA,NA,NA,,,NA,NA,,the one infected bird was a pigeon,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Gruiformes,Rallidae,Fulica,American coot ,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Passeriformes,Corvidae,Corvus,American crow ,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,12,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Falconiformes,Falconidae,Falco,American kestrel ,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,6,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Passeriformes,Turdidae,Turdus,American robin,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,13,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
